example_id,doc_id,query,text,true_label,score
example_526,DOC22604,Early detection methods for breast cancer that do not involve mammography,"For women with dense breast tissue or high risk, digital breast tomosynthesis (3D mammography) provides more detailed images and can improve cancer detection rates by reducing tissue overlap compared to conventional mammography.",1,0.9410210251808167
example_526,DOC22605,Early detection methods for breast cancer that do not involve mammography,"Regular screening mammograms are widely recommended for women starting at age 40 or 50, depending on guidelines, to detect breast cancer at its earliest and most treatable stages.",1,0.23870760202407837
example_526,DOC22606,Early detection methods for breast cancer that do not involve mammography,"Advanced mammography techniques, including contrast-enhanced mammography, are being developed to provide even greater sensitivity for cancer detection, especially in challenging cases.",1,0.3251435160636902
example_529,DOC22901,Infection prevention methods for urinary tract infections (UTIs) that do not use antibiotics,"Maintaining adequate hydration by drinking plenty of water helps to flush bacteria from the urinary tract, thereby reducing the risk of developing urinary tract infections.",0,0.9742281436920166
example_529,DOC22902,Infection prevention methods for urinary tract infections (UTIs) that do not use antibiotics,"Consuming cranberry products (juice or supplements) is often suggested as a natural way to prevent UTIs, as compounds in cranberries may inhibit bacterial adherence to the bladder wall.",0,0.9445009231567383
example_529,DOC22903,Infection prevention methods for urinary tract infections (UTIs) that do not use antibiotics,"Antibiotics, such as trimethoprim-sulfamethoxazole or nitrofurantoin, are the cornerstone of treatment for acute urinary tract infections, effectively eradicating bacterial pathogens responsible for the infection.",1,0.04583775997161865
example_529,DOC22904,Infection prevention methods for urinary tract infections (UTIs) that do not use antibiotics,"For recurrent UTIs, prophylactic low-dose antibiotics may be prescribed for an extended period to prevent future infections, although this strategy carries risks of antibiotic resistance.",1,0.4391355514526367
example_529,DOC22905,Infection prevention methods for urinary tract infections (UTIs) that do not use antibiotics,"The selection of the appropriate antibiotic for a UTI is guided by local resistance patterns and the patient's individual factors, ensuring effective eradication of the causative bacteria.",1,0.3970361351966858
example_529,DOC22906,Infection prevention methods for urinary tract infections (UTIs) that do not use antibiotics,"In cases of complicated UTIs or pyelonephritis, intravenous antibiotic therapy may be necessary to achieve higher drug concentrations and ensure successful treatment of more severe infections.",1,0.6136813163757324
example_530,DOC23001,Non-invasive diagnostic tools for heart disease that do not rely on ECG/EKG,"Echocardiography, a non-invasive ultrasound of the heart, provides detailed images of heart structure and function, allowing assessment of valve health, chamber size, and pumping efficiency, crucial for diagnosing various heart conditions.",0,0.9611042737960815
example_530,DOC23002,Non-invasive diagnostic tools for heart disease that do not rely on ECG/EKG,"Cardiac MRI offers highly detailed anatomical and functional information about the heart and great vessels, particularly useful for diagnosing complex congenital heart defects, cardiomyopathy, and myocardial viability.",0,0.6136813163757324
example_530,DOC23003,Non-invasive diagnostic tools for heart disease that do not rely on ECG/EKG,"A standard electrocardiogram (ECG or EKG) records the electrical activity of the heart, providing crucial information about heart rhythm, rate, and the presence of ischemia or previous heart attacks, making it a foundational diagnostic test.",1,0.6671819686889648
example_530,DOC23004,Non-invasive diagnostic tools for heart disease that do not rely on ECG/EKG,"Stress ECG testing, often performed on a treadmill, monitors changes in the heart's electrical activity during exercise to detect exercise-induced ischemia or arrhythmias that might not be evident at rest.",1,0.76780104637146
example_530,DOC23005,Non-invasive diagnostic tools for heart disease that do not rely on ECG/EKG,"A Holter monitor provides continuous, ambulatory ECG recording over 24-48 hours, essential for detecting intermittent arrhythmias or symptomatic palpitations that might be missed on a short-duration resting EKG.",1,0.04583775997161865
example_530,DOC23006,Non-invasive diagnostic tools for heart disease that do not rely on ECG/EKG,"The 12-lead electrocardiogram is a rapid, non-invasive test that is almost universally performed as a first-line investigation for suspected cardiac chest pain, providing immediate insights into cardiac electrical health.",1,0.8368600010871887
example_11,DOC1101,HIV treatments excluding protease inhibitors,HIV controlled with integrase inhibitors alone.,0,0.4560917615890503
example_11,DOC1102,HIV treatments excluding protease inhibitors,New HIV regimen omits protease drug class.,0,0.9770218729972839
example_11,DOC1103,HIV treatments excluding protease inhibitors,Protease inhibitors prevent HIV resistance.,1,0.6671819686889648
example_11,DOC1104,HIV treatments excluding protease inhibitors,Darunavir (protease inhibitor) suppresses viral load.,1,0.3138520121574402
example_11,DOC1105,HIV treatments excluding protease inhibitors,Protease inhibitors remain essential for HIV therapy.,1,0.00919407606124878
example_11,DOC1106,HIV treatments excluding protease inhibitors,New protease inhibitor has fewer side effects.,1,0.1519719362258911
example_9,DOC901,Prostate cancer research excluding radiation therapy,Prostate cancer study focuses on surgical techniques.,0,0.9778382778167725
example_9,DOC902,Prostate cancer research excluding radiation therapy,New prostate treatment avoids radiation completely.,0,0.4923862814903259
example_9,DOC903,Prostate cancer research excluding radiation therapy,Radiation therapy cures localized prostate cancer.,1,0.05700576305389404
example_9,DOC904,Prostate cancer research excluding radiation therapy,Prostate cancer patients prefer radiation over surgery.,1,0.012733817100524902
example_9,DOC905,Prostate cancer research excluding radiation therapy,Radiation remains standard for prostate cancer.,1,0.00919407606124878
example_9,DOC906,Prostate cancer research excluding radiation therapy,New radiation technique spares healthy tissue.,1,0.06726574897766113
example_602,DOC60201,Preventing migraines without using triptans,Magnesium supplements and riboflavin are effective natural approaches to reducing the frequency of migraine attacks.,0,0.9757428169250488
example_602,DOC60202,Preventing migraines without using triptans,Cognitive behavioral therapy can reduce migraine frequency by managing stress and sleep disturbances that often trigger headaches.,0,0.7761836647987366
example_602,DOC60203,Preventing migraines without using triptans,Triptans like sumatriptan and rizatriptan provide effective relief from acute migraine episodes by targeting serotonin receptors.,1,0.3900448679924011
example_602,DOC60204,Preventing migraines without using triptans,Patients who experience migraines with aura often respond well to triptan therapy when taken at the earliest sign of symptoms.,1,0.0425112247467041
example_602,DOC60205,Preventing migraines without using triptans,Triptans are the mainstay of abortive migraine therapy due to their ability to constrict dilated blood vessels in the brain.,1,0.4554852247238159
example_602,DOC60206,Preventing migraines without using triptans,Triptans remain the preferred treatment for moderate to severe migraines in patients without cardiovascular risk factors.,1,0.12682324647903442
example_608,DOC60801,COPD treatment excluding bronchodilators,Pulmonary rehabilitation programs have been shown to improve exercise tolerance and reduce dyspnea in COPD patients.,0,0.6296287775039673
example_608,DOC60802,COPD treatment excluding bronchodilators,Vaccination against influenza and pneumococcus is essential to prevent COPD exacerbations.,0,0.02261364459991455
example_608,DOC60803,COPD treatment excluding bronchodilators,Bronchodilators such as salbutamol and tiotropium are used to reduce airflow limitation and improve quality of life.,1,0.06726574897766113
example_608,DOC60804,COPD treatment excluding bronchodilators,Long-acting bronchodilators play a pivotal role in maintenance therapy for moderate to severe COPD.,1,0.3135308623313904
example_608,DOC60805,COPD treatment excluding bronchodilators,Combination inhalers containing LABA and LAMA bronchodilators are preferred for advanced COPD cases.,1,0.016918957233428955
example_608,DOC60806,COPD treatment excluding bronchodilators,Bronchodilators are cornerstone medications in all GOLD-defined stages of COPD severity.,1,0.006074488162994385
example_607,DOC60701,Pain management in osteoarthritis not involving NSAIDs,Topical capsaicin and physiotherapy provide safe and effective relief in early-stage knee osteoarthritis.,0,0.8503139615058899
example_607,DOC60702,Pain management in osteoarthritis not involving NSAIDs,Hyaluronic acid injections are used for patients who are not suitable candidates for NSAIDs or surgery.,0,0.8969358801841736
example_607,DOC60703,Pain management in osteoarthritis not involving NSAIDs,Non-steroidal anti-inflammatory drugs (NSAIDs) like ibuprofen and naproxen are routinely used to reduce osteoarthritic pain.,1,0.01620793342590332
example_607,DOC60704,Pain management in osteoarthritis not involving NSAIDs,"NSAID use is associated with gastrointestinal and renal risks, particularly in elderly osteoarthritis patients.",1,0.6861634254455566
example_607,DOC60705,Pain management in osteoarthritis not involving NSAIDs,"Diclofenac gel, a topical NSAID, offers localized pain relief with fewer systemic side effects.",1,0.1957939863204956
example_607,DOC60706,Pain management in osteoarthritis not involving NSAIDs,Long-term NSAID therapy must be monitored for adverse effects such as peptic ulcers and elevated creatinine.,1,0.03552359342575073
example_606,DOC60601,Treatment of depression not including SSRIs,Cognitive behavioral therapy (CBT) is a first-line non-pharmacological intervention for mild to moderate depression.,0,0.9726356267929077
example_606,DOC60602,Treatment of depression not including SSRIs,"Bupropion, an atypical antidepressant, is commonly used for patients experiencing fatigue and lack of motivation.",0,0.9445009231567383
example_606,DOC60603,Treatment of depression not including SSRIs,SSRIs such as sertraline and escitalopram are the most frequently prescribed medications for major depressive disorder.,1,0.08255892992019653
example_606,DOC60604,Treatment of depression not including SSRIs,Fluoxetine is an SSRI approved for both adults and adolescents with depressive symptoms and suicidal ideation.,1,0.12037694454193115
example_606,DOC60605,Treatment of depression not including SSRIs,SSRIs work by increasing synaptic serotonin levels and are generally well tolerated by most patients.,1,0.27561843395233154
example_606,DOC60606,Treatment of depression not including SSRIs,Treatment guidelines recommend SSRIs as first-line therapy due to their efficacy and low side effect profile.,1,0.007212340831756592
example_605,DOC60501,Management of epilepsy not including valproate,Lamotrigine is preferred for patients with focal seizures and has a favorable cognitive and behavioral profile.,0,0.899864137172699
example_605,DOC60502,Management of epilepsy not including valproate,Levetiracetam is effective for generalized seizures and often chosen for its minimal drug interactions.,0,0.9347374439239502
example_605,DOC60503,Management of epilepsy not including valproate,Valproate is a broad-spectrum antiepileptic drug commonly used for generalized seizures and myoclonic epilepsy.,1,0.49952131509780884
example_605,DOC60504,Management of epilepsy not including valproate,Women of childbearing age are advised to avoid valproate due to its teratogenic effects despite its efficacy.,1,0.904076337814331
example_605,DOC60505,Management of epilepsy not including valproate,Valproate increases GABA levels and stabilizes neuronal firing in various epilepsy subtypes.,1,0.05700576305389404
example_605,DOC60506,Management of epilepsy not including valproate,Valproate remains a mainstay treatment for patients with absence seizures and primary generalized epilepsy.,1,0.01620793342590332
example_604,DOC60401,Osteoporosis treatment excluding bisphosphonates,Daily intake of calcium and vitamin D plays a foundational role in maintaining bone density in osteoporosis patients.,0,0.786176323890686
example_604,DOC60402,Osteoporosis treatment excluding bisphosphonates,"Teriparatide, a recombinant parathyroid hormone, stimulates bone formation and is used in severe osteoporosis cases.",0,0.7027081251144409
example_604,DOC60403,Osteoporosis treatment excluding bisphosphonates,"Alendronate and risedronate, both bisphosphonates, are widely prescribed to slow bone loss and reduce fracture risk.",1,0.00919407606124878
example_604,DOC60404,Osteoporosis treatment excluding bisphosphonates,"Zoledronic acid, a potent bisphosphonate, is administered annually via IV to manage postmenopausal osteoporosis.",1,0.036010682582855225
example_604,DOC60405,Osteoporosis treatment excluding bisphosphonates,Bisphosphonates work by inhibiting osteoclast-mediated bone resorption and are first-line agents for most patients.,1,0.04100316762924194
example_604,DOC60406,Osteoporosis treatment excluding bisphosphonates,Use of bisphosphonates significantly reduces the incidence of hip and vertebral fractures in elderly women.,1,0.016939222812652588
example_1001,DOC6001,Non-metformin therapies for newly diagnosed diabetic patients,GLP-1 receptor agonists are effective alternatives to metformin for newly diagnosed diabetic patients by improving glycemic control and reducing weight.,0,0.8389408588409424
example_1001,DOC6002,Non-metformin therapies for newly diagnosed diabetic patients,"Metformin is the preferred therapy for newly diagnosed diabetic patients, making non-metformin therapies less relevant in initial care.",1,0.13435745239257812
example_603,DOC60301,Treatment of type 2 diabetes not including insulin therapy,"Metformin remains the first-line pharmacologic treatment for type 2 diabetes, particularly effective in reducing hepatic glucose production.",0,0.9482098817825317
example_603,DOC60302,Treatment of type 2 diabetes not including insulin therapy,SGLT2 inhibitors offer cardiovascular and renal benefits for type 2 diabetic patients beyond just glycemic control.,0,0.7955384254455566
example_603,DOC60303,Treatment of type 2 diabetes not including insulin therapy,Long-acting insulin analogs are frequently initiated when oral antidiabetic medications fail to maintain target HbA1c levels.,1,0.2735239267349243
example_603,DOC60304,Treatment of type 2 diabetes not including insulin therapy,Basal insulin therapy plays a critical role in restoring fasting glycemia in patients with long-standing type 2 diabetes.,1,0.06726574897766113
example_603,DOC60305,Treatment of type 2 diabetes not including insulin therapy,Insulin pens improve adherence in patients needing multiple daily injections to manage type 2 diabetes effectively.,1,0.02638876438140869
example_603,DOC60306,Treatment of type 2 diabetes not including insulin therapy,Adding insulin therapy becomes necessary in patients with beta-cell exhaustion where oral agents are insufficient.,1,0.3251435160636902
example_609,DOC60901,Managing chronic constipation not including laxatives,Increased dietary fiber intake and fluid consumption help in softening stool and promoting regular bowel movements.,0,0.8856625556945801
example_609,DOC60902,Managing chronic constipation not including laxatives,Pelvic floor physical therapy is beneficial for patients with dyssynergic defecation contributing to chronic constipation.,0,0.7695077657699585
example_609,DOC60903,Managing chronic constipation not including laxatives,Osmotic laxatives like polyethylene glycol are often used for chronic idiopathic constipation.,1,0.00919407606124878
example_609,DOC60904,Managing chronic constipation not including laxatives,Stimulant laxatives such as senna or bisacodyl act directly on the intestinal wall to induce bowel movements.,1,0.06460326910018921
example_609,DOC60905,Managing chronic constipation not including laxatives,Laxatives are frequently prescribed for opioid-induced constipation in palliative care settings.,1,0.016939222812652588
example_609,DOC60906,Managing chronic constipation not including laxatives,Chronic use of laxatives should be monitored due to risk of dependency and electrolyte imbalance.,1,0.4391355514526367
example_610,DOC61001,Preventing stroke not including anticoagulants,Controlling blood pressure remains the most important modifiable factor in preventing ischemic and hemorrhagic strokes.,0,0.4775012135505676
example_610,DOC61002,Preventing stroke not including anticoagulants,Smoking cessation and physical activity are essential lifestyle interventions to reduce stroke risk.,0,0.9685832262039185
example_610,DOC61003,Preventing stroke not including anticoagulants,Anticoagulants like warfarin or apixaban are commonly used to prevent cardioembolic stroke in atrial fibrillation patients.,1,0.00919407606124878
example_610,DOC61004,Preventing stroke not including anticoagulants,Long-term anticoagulation is recommended for secondary stroke prevention in patients with mechanical heart valves.,1,0.017165184020996094
example_610,DOC61005,Preventing stroke not including anticoagulants,Direct oral anticoagulants (DOACs) have replaced warfarin in many stroke prevention protocols.,1,0.06938976049423218
example_610,DOC61006,Preventing stroke not including anticoagulants,Use of anticoagulants in stroke prevention requires regular monitoring of renal function and bleeding risk.,1,0.5222678780555725
example_611,DOC61101,Chronic pain relief excluding opioids and gabapentin,Transcutaneous electrical nerve stimulation (TENS) is a non-pharmacologic method that may reduce chronic pain in musculoskeletal conditions.,0,0.9445009231567383
example_611,DOC61102,Chronic pain relief excluding opioids and gabapentin,Mindfulness-based stress reduction techniques can help modulate pain perception in patients with fibromyalgia.,0,0.8726664185523987
example_611,DOC61103,Chronic pain relief excluding opioids and gabapentin,Opioids remain widely prescribed for severe chronic pain despite concerns about dependency and overdose.,1,0.026829183101654053
example_611,DOC61104,Chronic pain relief excluding opioids and gabapentin,"Gabapentin is frequently used for neuropathic pain and fibromyalgia, though it may cause sedation in some patients.",1,0.7114264965057373
example_612,DOC61201,Type 1 diabetes management not involving insulin or sulfonylureas,Continuous glucose monitoring and carbohydrate counting are essential parts of type 1 diabetes self-management education.,0,0.510408878326416
example_612,DOC61202,Type 1 diabetes management not involving insulin or sulfonylureas,Low glycemic index diets may improve glucose stability in patients with insulin-independent strategies.,0,0.9802687168121338
example_612,DOC61203,Type 1 diabetes management not involving insulin or sulfonylureas,Insulin therapy is essential in type 1 diabetes due to the complete absence of endogenous insulin production.,1,0.006074488162994385
example_612,DOC61204,Type 1 diabetes management not involving insulin or sulfonylureas,Some sulfonylureas stimulate residual beta cell activity in neonatal diabetes but are ineffective for most type 1 cases.,1,0.7288025617599487
example_613,DOC61301,Antiviral therapy for hepatitis C without interferon or ribavirin,Direct-acting antivirals (DAAs) have revolutionized hepatitis C treatment with cure rates above 95% and fewer side effects.,0,0.899864137172699
example_613,DOC61302,Antiviral therapy for hepatitis C without interferon or ribavirin,Sofosbuvir-based regimens target HCV RNA polymerase and are well tolerated across multiple genotypes.,0,0.3770676851272583
example_613,DOC61303,Antiviral therapy for hepatitis C without interferon or ribavirin,"Ribavirin is sometimes added to interferon-based regimens to enhance response, though side effects are common.",1,0.7865805625915527
example_613,DOC61304,Antiviral therapy for hepatitis C without interferon or ribavirin,Interferon injections were previously the standard of care for hepatitis C before DAAs became widely available.,1,0.817406952381134
example_614,DOC61401,Psoriasis treatment not treated with methotrexate or biologics,Topical corticosteroids and vitamin D analogues remain first-line therapies for mild plaque psoriasis.,0,0.6754939556121826
example_614,DOC61402,Psoriasis treatment not treated with methotrexate or biologics,Phototherapy using narrowband UVB can be an effective option for widespread but stable psoriatic lesions.,0,0.6496334075927734
example_614,DOC61403,Psoriasis treatment not treated with methotrexate or biologics,"Methotrexate is a systemic immunosuppressant used in moderate-to-severe psoriasis, often requiring liver function monitoring.",1,0.24858993291854858
example_614,DOC61404,Psoriasis treatment not treated with methotrexate or biologics,Biologic agents like adalimumab and secukinumab target specific immune pathways in moderate to severe plaque psoriasis.,1,0.23961353302001953
example_615,DOC61501,Treating anxiety disorders apart from SSRIs and benzodiazepines,Cognitive behavioral therapy is one of the most effective non-drug treatments for generalized anxiety disorder.,0,0.8969358801841736
example_615,DOC61502,Treating anxiety disorders apart from SSRIs and benzodiazepines,"Buspirone is an anxiolytic with fewer sedative effects, especially useful for long-term management of chronic anxiety.",0,0.8939824104309082
example_615,DOC61503,Treating anxiety disorders apart from SSRIs and benzodiazepines,SSRIs like paroxetine and sertraline are first-line pharmacologic agents for social anxiety disorder and panic disorder.,1,0.6496334075927734
example_615,DOC61504,Treating anxiety disorders apart from SSRIs and benzodiazepines,Benzodiazepines such as lorazepam are often prescribed for acute anxiety episodes but have risk of dependence.,1,0.8968675136566162
example_616,DOC61601,Breast cancer treatment excluding chemotherapy and tamoxifen,Targeted therapy with HER2 inhibitors such as trastuzumab is effective for HER2-positive breast cancers.,0,0.39937645196914673
example_616,DOC61602,Breast cancer treatment excluding chemotherapy and tamoxifen,Surgical removal of the tumor followed by radiotherapy remains a standard approach in localized breast cancer.,0,0.29330217838287354
example_616,DOC61603,Breast cancer treatment excluding chemotherapy and tamoxifen,Tamoxifen is a selective estrogen receptor modulator widely used in hormone receptor-positive breast cancer.,1,0.43661075830459595
example_616,DOC61604,Breast cancer treatment excluding chemotherapy and tamoxifen,Adjuvant chemotherapy is used to eliminate micrometastases and reduce recurrence risk in early-stage disease.,1,0.10171985626220703
example_617,DOC61701,Rheumatoid arthritis therapy avoiding DMARDs and corticosteroids,Physical therapy and joint-friendly exercise routines help maintain function in rheumatoid arthritis patients.,0,0.7714676260948181
example_617,DOC61702,Rheumatoid arthritis therapy avoiding DMARDs and corticosteroids,Omega-3 fatty acids and turmeric supplements have shown modest symptom improvement in autoimmune conditions.,0,0.4391355514526367
example_617,DOC61703,Rheumatoid arthritis therapy avoiding DMARDs and corticosteroids,DMARDs like methotrexate are foundational therapies in halting progression of rheumatoid arthritis.,1,0.014014601707458496
example_617,DOC61704,Rheumatoid arthritis therapy avoiding DMARDs and corticosteroids,Short courses of corticosteroids are commonly used for RA flares due to their rapid anti-inflammatory effects.,1,0.024547100067138672
example_618,DOC61801,Managing high cholesterol not including statins or ezetimibe,Dietary changes such as reducing saturated fat intake and increasing soluble fiber can significantly lower LDL levels.,0,0.3343900442123413
example_618,DOC61802,Managing high cholesterol not including statins or ezetimibe,Regular aerobic exercise helps raise HDL cholesterol and improve overall cardiovascular risk profile.,0,0.8726664185523987
example_618,DOC61803,Managing high cholesterol not including statins or ezetimibe,Statins are the most effective lipid-lowering agents for reducing cardiovascular events in high-risk patients.,1,0.09797006845474243
example_618,DOC61804,Managing high cholesterol not including statins or ezetimibe,Ezetimibe works by inhibiting cholesterol absorption in the intestines and is often combined with statins.,1,0.019623756408691406
example_619,DOC61901,Treatment of bacterial pneumonia other than macrolides and fluoroquinolones,Beta-lactam antibiotics such as amoxicillin-clavulanate are effective against Streptococcus pneumoniae.,0,0.9685832262039185
example_619,DOC61902,Treatment of bacterial pneumonia other than macrolides and fluoroquinolones,Ceftriaxone is a commonly used cephalosporin for inpatient treatment of community-acquired pneumonia.,0,0.8763025999069214
example_619,DOC61903,Treatment of bacterial pneumonia other than macrolides and fluoroquinolones,Macrolides like azithromycin are used for atypical pneumonia due to their intracellular penetration.,1,0.5112636685371399
example_619,DOC61904,Treatment of bacterial pneumonia other than macrolides and fluoroquinolones,Fluoroquinolones such as levofloxacin offer broad-spectrum coverage but carry risks of tendon injury.,1,0.2701253294944763
example_620,DOC62001,Managing GERD without PPIs and H2 blockers,Elevating the head of the bed and avoiding large meals before bedtime can reduce nocturnal GERD symptoms.,0,0.9272205829620361
example_620,DOC62002,Managing GERD without PPIs and H2 blockers,Weight loss in overweight patients significantly improves GERD-related symptoms and esophageal acid exposure.,0,0.6565310955047607
example_620,DOC62003,Managing GERD without PPIs and H2 blockers,Proton pump inhibitors (PPIs) like omeprazole are the mainstay of treatment for erosive esophagitis.,1,0.8545501232147217
example_620,DOC62004,Managing GERD without PPIs and H2 blockers,H2 receptor blockers such as ranitidine and famotidine reduce acid secretion by blocking histamine receptors.,1,0.9732738137245178
example_60,DOC6001,Heart failure treatments excluding beta-blockers.,"ARNIs like sacubitril/valsartan reduce HFrEF mortality through natriuretic peptide potentiation, independent of adrenergic blockade.",0,0.9878608584403992
example_60,DOC6002,Heart failure treatments excluding beta-blockers.,Ivabradine's funny current inhibition lowers heart rate in sinus rhythm without negative inotropic effects.,0,0.3322095274925232
example_60,DOC6003,Heart failure treatments excluding beta-blockers.,Carvedilol's non-selective beta-blockade improves ejection fraction by 8-10% in stable HFrEF patients.,1,0.07666677236557007
example_60,DOC6004,Heart failure treatments excluding beta-blockers.,Metoprolol succinate remains guideline-directed therapy for heart failure with reduced ejection fraction.,1,0.09750616550445557
example_60,DOC6005,Heart failure treatments excluding beta-blockers.,Bisoprolol demonstrates mortality reduction in HFrEF comparable to other beta-blockers in CIBIS-II trial.,1,0.1869288682937622
example_60,DOC6006,Heart failure treatments excluding beta-blockers.,Beta-blockers require careful uptitration in heart failure to avoid acute decompensation.,1,0.480219304561615
example_61,DOC6101,Antiemetics for chemotherapy that are not 5-HT3 antagonists.,NK1 receptor antagonists like aprepitant prevent delayed CINV through substance P blockade in the area postrema.,0,0.6381800174713135
example_61,DOC6102,Antiemetics for chemotherapy that are not 5-HT3 antagonists.,Olanzapine's multi-receptor antagonism provides breakthrough antiemesis for highly emetogenic regimens without serotonin modulation.,0,0.3659759759902954
example_61,DOC6103,Antiemetics for chemotherapy that are not 5-HT3 antagonists.,Ondansetron's 5-HT3 blockade causes QTc prolongation when combined with anthracyclines.,1,0.08649873733520508
example_61,DOC6104,Antiemetics for chemotherapy that are not 5-HT3 antagonists.,Granisetron transdermal patches utilize serotonin receptor antagonism for 5-day continuous protection.,1,0.020244956016540527
example_61,DOC6105,Antiemetics for chemotherapy that are not 5-HT3 antagonists.,Palonosetron's extended 5-HT3 receptor binding provides 72-hour protection against acute CINV.,1,0.22731280326843262
example_61,DOC6106,Antiemetics for chemotherapy that are not 5-HT3 antagonists.,Dolasetron metabolism produces active 5-HT3 antagonist hydrodolasetron.,1,0.18538987636566162
example_62,DOC6201,Psoriasis therapies that never use methotrexate.,IL-17 inhibitors like secukinumab achieve PASI 90 response in 70% of plaque psoriasis patients through targeted cytokine blockade.,0,0.8291953802108765
example_62,DOC6202,Psoriasis therapies that never use methotrexate.,Topical vitamin D analogs (calcipotriene) modulate keratinocyte differentiation without systemic immunosuppression.,0,0.985855221748352
example_62,DOC6203,Psoriasis therapies that never use methotrexate.,Methotrexate's antifolate effects require weekly dosing and folate supplementation to reduce mucositis risk.,1,0.057993948459625244
example_62,DOC6204,Psoriasis therapies that never use methotrexate.,Hepatotoxicity monitoring is mandatory for psoriasis patients on long-term methotrexate therapy.,1,0.00919407606124878
example_62,DOC6205,Psoriasis therapies that never use methotrexate.,Methotrexate remains first-line systemic therapy for palmoplantar psoriasis despite teratogenicity concerns.,1,0.00919407606124878
example_62,DOC6206,Psoriasis therapies that never use methotrexate.,Combination methotrexate-acitretin therapy is contraindicated due to synergistic hepatotoxicity.,1,0.37711936235427856
example_63,DOC6301,Bipolar disorder medications that do not contain lithium.,Valproate's GABAergic and histone deacetylase inhibition provides mood stabilization without lithium's narrow therapeutic index.,0,0.817406952381134
example_63,DOC6302,Bipolar disorder medications that do not contain lithium.,Lamotrigine's sodium channel blockade prevents depressive episodes in bipolar II disorder through glutamate modulation.,0,0.6496334075927734
example_63,DOC6303,Bipolar disorder medications that do not contain lithium.,Lithium carbonate remains the gold standard for bipolar prophylaxis with 40% reduction in suicide risk.,1,0.004856228828430176
example_63,DOC6304,Bipolar disorder medications that do not contain lithium.,Lithium's mechanism involves inositol monophosphatase inhibition and GSK-3β modulation.,1,0.5496050119400024
example_63,DOC6305,Bipolar disorder medications that do not contain lithium.,Lithium toxicity occurs at serum levels >1.2 mEq/L requiring hemodialysis in severe cases.,1,0.4418199062347412
example_63,DOC6306,Bipolar disorder medications that do not contain lithium.,Lithium-induced nephrogenic diabetes insipidus affects 20% of long-term users.,1,0.05422043800354004
example_64,DOC6401,Antiplatelet agents excluding aspirin.,P2Y12 inhibitors like clopidogrel prevent ADP-mediated platelet aggregation through irreversible receptor blockade.,0,0.9895817041397095
example_64,DOC6402,Antiplatelet agents excluding aspirin.,PAR-1 antagonists (vorapaxar) provide additional antiplatelet effects by inhibiting thrombin signaling.,0,0.6649071574211121
example_64,DOC6403,Antiplatelet agents excluding aspirin.,Aspirin's irreversible COX-1 inhibition causes gastrointestinal bleeding in 1-2% of users annually.,1,0.12682324647903442
example_64,DOC6404,Antiplatelet agents excluding aspirin.,Low-dose aspirin remains first-line for secondary CVD prevention due to cost-effectiveness.,1,0.016939222812652588
example_64,DOC6405,Antiplatelet agents excluding aspirin.,Aspirin-exacerbated respiratory disease affects 10% of asthmatics through leukotriene overproduction.,1,0.043267011642456055
example_64,DOC6406,Antiplatelet agents excluding aspirin.,Enteric-coated aspirin delays absorption but doesn't reduce GI bleeding risk.,1,0.5492587089538574
example_65,DOC6501,Insomnia treatments that avoid benzodiazepines.,Dual orexin receptor antagonists like suvorexant promote sleep through hypothalamic wakefulness system modulation rather than GABAergic effects.,0,0.9895817041397095
example_65,DOC6502,Insomnia treatments that avoid benzodiazepines.,Melatonin agonists (ramelteon) demonstrate efficacy for sleep onset insomnia without dependence risk.,0,0.510408878326416
example_65,DOC6503,Insomnia treatments that avoid benzodiazepines.,Temazepam's benzodiazepine properties cause next-day residual sedation in 15% of users.,1,0.22133737802505493
example_65,DOC6504,Insomnia treatments that avoid benzodiazepines.,Triazolam is contraindicated in elderly due to benzodiazepine-associated delirium risk.,1,0.6069873571395874
example_65,DOC6505,Insomnia treatments that avoid benzodiazepines.,Benzodiazepines for insomnia increase fall risk by 50% in patients over 65.,1,0.12682324647903442
example_65,DOC6506,Insomnia treatments that avoid benzodiazepines.,Clonazepam's long half-life makes it unsuitable for sleep maintenance insomnia.,1,0.7541064023971558
example_66,DOC6601,HIV regimens not containing integrase inhibitors.,Protease inhibitor-based combinations (darunavir/ritonavir) maintain virologic suppression through alternate viral enzyme inhibition.,0,0.22262555360794067
example_66,DOC6602,HIV regimens not containing integrase inhibitors.,"NNRTI regimens like rilpivirine/tenofovir/emtricitabine demonstrate efficacy in treatment-naive patients with viral loads <100,000 copies/mL.",0,0.3251435160636902
example_66,DOC6603,HIV regimens not containing integrase inhibitors.,Dolutegravir's integrase strand transfer inhibition causes minimal resistance development in first-line therapy.,1,0.05472707748413086
example_66,DOC6604,HIV regimens not containing integrase inhibitors.,Bictegravir coformulated with emtricitabine/tenofovir AF allows single-tablet INSTI-based regimens.,1,0.04583775997161865
example_66,DOC6605,HIV regimens not containing integrase inhibitors.,RAL + DRV/r demonstrates efficacy in INSTI-experienced patients with virologic failure.,1,0.5641263723373413
example_66,DOC6606,HIV regimens not containing integrase inhibitors.,Integrase inhibitors require caution in women of childbearing potential due to neural tube defect risks.,1,0.12682324647903442
example_67,DOC6701,Osteoarthritis management where NSAIDs cannot be used.,Intra-articular hyaluronic acid injections provide viscosupplementation for knee OA through biomechanical rather than anti-inflammatory mechanisms.,0,0.9120094180107117
